ID,App,Category,Rating,Reviews,Size (MB),Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7349,FC Browser - Focus Privacy Browser,COMMUNICATION,4.1,26,4.6,"1,000+",Free,0,Everyone,Communication,"November 24, 2017",1,5.0 and up
7350,Noticias FC Barcelona,NEWS_AND_MAGAZINES,5,4,3.1,100+,Free,0,Everyone,News & Magazines,"June 15, 2018",1.3,4.4 and up
7351,Toronto FC,SPORTS,3.4,144,79,"10,000+",Free,0,Teen,Sports,"May 11, 2018",4.2.5,4.3 and up
7352,Middlesbrough FC Official,SPORTS,4.5,152,36,"10,000+",Free,0,Everyone,Sports,"May 29, 2018",2018.5.25,4.4 and up
7353,The 5th Stand,SPORTS,4.8,1697,17,"100,000+",Free,0,Everyone,Sports,"July 31, 2018",1.2.677,4.4 and up
7354,Galaxian(FC),GAME,4.5,2,7.8,100+,Paid,$1.99 ,Everyone,Arcade,"November 13, 2015",1,2.3 and up
7355,FC Red Bull Salzburg App,SPORTS,4.5,1526,89,"50,000+",Free,0,Everyone,Sports,"August 7, 2018",4.0.4-R,5.0 and up
7356,FC Zenit official Android app,SPORTS,4.5,5675,49,"100,000+",Free,0,Everyone,Sports,"April 18, 2018",3.0.10,4.1 and up
7357,Fan App for Portsmouth FC,SPORTS,4.5,53,12,"1,000+",Free,0,Teen,Sports,"August 6, 2016",60816,4.2 and up
7358,Latest Barcelona News 24h,NEWS_AND_MAGAZINES,4.5,104,3,"10,000+",Free,0,Everyone,News & Magazines,"January 6, 2018",1.3,4.0 and up
7359,Mobile FC,SPORTS,4.1,5015,57,"100,000+",Free,0,Everyone,Sports,"May 25, 2018",125,4.0.3 and up
7360,"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,4.1,41074,16,"5,000,000+",Free,0,Everyone,Shopping,"June 27, 2018",68,4.1 and up
7361,Fan App for Reading FC,SPORTS,3.6,9,13,500+,Free,0,Teen,Sports,"August 6, 2016",60816,4.2 and up
7362,Deportivo Toluca FC,SPORTS,4.7,2317,5.9,"50,000+",Free,0,Everyone,Sports,"July 26, 2018",2.0.20,5.0 and up
7363,Underdog FC,SPORTS,4.6,216,40,"10,000+",Free,0,Everyone,Sports,"August 2, 2018",23.17,4.1 and up
7364,Las Vegas Lights FC,SPORTS,4.9,10,14,500+,Free,0,Everyone,Sports,"March 9, 2018",2.0.833.18,4.0.3 and up
7365,FD Shift Calendar Widget,TOOLS,4.1,981,0.073,"100,000+",Free,0,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up
7366,Bank FD Interest Calculator,FINANCE,4.5,166,3.5,"10,000+",Free,0,Everyone,Finance,"January 7, 2018",2.5,4.0.3 and up
7367,FD VR Video Player - (Stored),FAMILY,3.9,751,17,"100,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7368,FD Mobile,FAMILY,3.9,53,7.9,"5,000+",Free,0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up
7369,Formula DRIFT,SPORTS,4.6,169,19,"10,000+",Free,0,Everyone,Sports,"July 27, 2018",2.0.855.33,4.0.3 and up
7370,FD VR - Virtual 3D Web Browser,FAMILY,3.8,729,30,"100,000+",Free,0,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up
7371,FD Community FCU Mobile,FINANCE,4.7,175,12,"1,000+",Free,0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
7372,Female Daily,BEAUTY,3.9,4354,42,"100,000+",Free,0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up
7373,FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,4.1,1463,7.4,"100,000+",Free,0,Everyone,Libraries & Demo,"November 30, 2016",3.6.1,4.4 and up
7374,FD VR Player - for 360 Youtube,FAMILY,3.9,100,9.1,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7375,FD VR Store -VR Games and Apps,FAMILY,4,105,7.5,"10,000+",Free,0,Everyone,Simulation,"November 30, 2016",3.6.1,4.4 and up
7376,Policy And FD Manager,FINANCE,4.3,20,4.8,500+,Free,0,Everyone,Finance,"June 9, 2018",14,4.4 and up
7377,FD VR - Virtual Reality Camera,FAMILY,4,1007,7.4,"100,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7378,Sports Lite,SPORTS,4.4,16,4.9,"1,000+",Free,0,Everyone,Sports,"July 31, 2018",1,4.0.3 and up
7379,FD VR Theater - for Youtube VR,FAMILY,4.1,4585,9.1,"1,000,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7380,Story Time FD,FAMILY,5,2,4.2,10+,Free,0,Everyone 10+,Simulation,"March 25, 2016",1.1,1.6 and up
7381,FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,12,2.7,"1,000+",Free,0,Everyone,Finance,"June 13, 2018",2.1,5.0 and up
7382,Financial Calculator India,FINANCE,4.6,13819,3.9,"1,000,000+",Free,0,Everyone,Finance,"July 4, 2018",3.3,4.0 and up
7383,"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5,104,2.3,"1,000+",Free,0,Everyone,Finance,"August 7, 2018",2.1.0,4.1 and up
7384,FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35,"10,000+",Free,0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up
7385,"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42,3.5,"5,000+",Free,0,Everyone,Finance,"April 2, 2017",2.3,4.1 and up
7386,FD VR Player - for Youtube 3D,FAMILY,4,2378,9.1,"500,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7387,RD/FD Calculator,FINANCE,4.4,92,1.5,"10,000+",Free,0,Everyone,Finance,"January 31, 2017",1.2.1,4.0.3 and up
7388,FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,15,26,"1,000+",Free,0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up
7389,FD VR - Virtual Photo Gallery,FAMILY,3.5,179,7.4,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
7390,Fix Deposit Calculator (FD),FINANCE,4.1,7,2.1,"1,000+",Free,0,Everyone,Finance,"February 6, 2018",1,4.0.3 and up
7391,FD Interest Calculator,FINANCE,4.2,17,4.7,"5,000+",Free,0,Everyone,Finance,"January 18, 2015",2.7,3.0 and up
7392,Deposit Calculator FD & RD,FINANCE,4.4,18,3.4,"10,000+",Free,0,Everyone,Finance,"January 21, 2017",1.1,3.0 and up
7393,Banking Calculator,FINANCE,4.5,3704,4.6,"100,000+",Free,0,Everyone,Finance,"March 20, 2018",34,2.3 and up
7394,FD e-paper,NEWS_AND_MAGAZINES,3.1,183,7.1,"10,000+",Free,0,Everyone,News & Magazines,"July 4, 2018",2.2.9,4.1 and up
7395,EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58,2.7,"10,000+",Free,0,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up
7396,EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,106,4.4,"10,000+",Free,0,Everyone,Finance,"March 19, 2018",5.3,4.0.3 and up
7397,LineStar for FanDuel,SPORTS,4.3,1539,14,"50,000+",Free,0,Teen,Sports,"June 6, 2018",3.0.3,4.0.3 and up
7398,HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up
7399,Santa Fe FCU Mobile Banking,FINANCE,4.3,12,9,"1,000+",Free,0,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up
7400,FE Connect,TOOLS,4.8,24,4.5,"5,000+",Free,0,Everyone,Tools,"September 14, 2017",2.3.0,4.0.3 and up
7401,FE Civil Engineering Exam Prep,FAMILY,2.8,9,21,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
7402,FE CREDIT - TET VUI,FINANCE,4.1,125,15,"50,000+",Free,0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
7403,FE Mechanical Engineering Prep,FAMILY,1,2,21,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
7404,FE Mobile,BUSINESS,3,2,8,10+,Free,0,Everyone,Business,"July 10, 2018",1.4.5,4.1 and up
7405,Comunidad De Fe Minitries,LIFESTYLE,5,19,11,500+,Free,0,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up
7406,Garena Free Fire,GAME,4.5,5534114,53,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
7407,Safe Santa Fe,FAMILY,5,2,12,"1,000+",Free,0,Everyone,Education,"July 4, 2016",1,4.0 and up
7408,Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,25,17,"1,000+",Free,0,Everyone,News & Magazines,"June 21, 2018",4.7.4.18.0621,4.1 and up
7409,Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7,9.8,"1,000+",Free,0,Everyone,Personalization,"August 28, 2017",1,4.0 and up
7410,FE CPS,FINANCE,3,62,17,"10,000+",Free,0,Everyone,Finance,"June 26, 2017",0.1.8,4.0 and up
7411,Santa Fe Indian Market,FAMILY,3.8,4,30,500+,Free,0,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up
7412,Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,97,"1,000+",Free,0,Everyone,Auto & Vehicles,"January 31, 2018",1,4.0 and up
7413,Santa Fe Thrive,HEALTH_AND_FITNESS,5,2,8.3,50+,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
7414,Theme for Samsung Galaxy Note FE,PERSONALIZATION,4.5,52,7.9,"10,000+",Free,0,Everyone,Personalization,"July 4, 2017",1,2.3.3 and up
7415,Ríos de Fe,LIFESTYLE,5,141,15,"1,000+",Free,0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
7416,FG Mobile,FAMILY,3.3,130,13,"5,000+",Free,0,Everyone,Education,"December 21, 2017",2.0.0,4.0 and up
7417,Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487,60,"1,000,000+",Free,0,Teen,Health & Fitness,"July 3, 2018",5.1.0,4.1 and up
7418,FG On-The-Go,TOOLS,4.9,55,25,"1,000+",Free,0,Everyone,Tools,"June 29, 2018",2.01.0.2,4.1 and up
7419,BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39,"1,000,000+",Free,0,Teen,Action,"July 26, 2018",1.0.3,4.2 and up
7420,Angry Birds Space HD,GAME,4.5,43645,46,"5,000,000+",Free,0,Everyone,Arcade,"May 25, 2018",2.2.13,4.1 and up
7421,Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44027,52,"5,000,000+",Free,0,Mature 17+,Strategy,"February 21, 2018",1.0.9,2.3 and up
7422,FG VOC,BUSINESS,4.8,6,7.7,"1,000+",Free,0,Everyone,Business,"August 7, 2018",2.1.5,4.1 and up
7423,Police Car Driver,GAME,3.8,83671,30,"10,000,000+",Free,0,Everyone 10+,Racing,"May 4, 2018",9,4.1 and up
7424,Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17,"10,000+",Free,0,Everyone,Action,"August 23, 2017",1,2.3 and up
7425,Moto Fighter 3D,GAME,3.9,85410,39,"10,000,000+",Free,0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
7426,BMX Boy,GAME,4.2,839206,12,"50,000,000+",Free,0,Everyone,Racing,"September 20, 2017",1.16.33,4.1 and up
7427,Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45,"5,000,000+",Free,0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up
7428,POLARIS 2MFG,FAMILY,4.8,1228,29,"10,000+",Free,0,Everyone,Education,"March 28, 2018",1.7,4.1 and up
7429,Gun Disassembly 2,FAMILY,4.1,26347,48,"1,000,000+",Free,0,Everyone 10+,Entertainment,"September 15, 2017",14.0.1,2.2 and up
7430,Fields of Battle,GAME,4.1,71476,50,"1,000,000+",Free,0,Everyone 10+,Action,"April 21, 2018",2.14,4.0 and up
7431,Ambulance Simulator 3D,FAMILY,3.9,29415,66,"1,000,000+",Free,0,Mature 17+,Simulation,"December 11, 2016",2.0.1,2.3 and up
7432,Leghe Fantagazzetta,SPORTS,4.1,79464,27,"1,000,000+",Free,0,Everyone,Sports,"August 6, 2018",5.0.8,4.4 and up
7433,Police Car Driving Sim,FAMILY,4.1,72522,51,"10,000,000+",Free,0,Everyone,Simulation,"April 10, 2018",1.54,2.3.3 and up
7434,Toy Attack,GAME,4.2,3878,69,"500,000+",Free,0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up
7435,Field Goal Tournament,SPORTS,3.7,2980,21,"100,000+",Free,0,Everyone,Sports,"September 1, 2015",1.2.8,2.3 and up
7436,Ghost In Photo,PHOTOGRAPHY,3.9,28429,14,"5,000,000+",Free,0,Teen,Photography,"March 16, 2018",2,2.3 and up
7437,Disney Princess Palace Pets,FAMILY,3.9,60097,19,"1,000,000+",Free,0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up
7438,Police VAZ LADA Simulator,FAMILY,3.6,3502,61,"500,000+",Free,0,Teen,Simulation,"September 11, 2016",1.3,2.3 and up
7439,Scary Video Maker,FAMILY,3.7,9296,28,"500,000+",Free,0,Teen,Entertainment,"July 24, 2018",1.14,4.1 and up
7440,SnowMobile Parking Adventure,GAME,3.6,12257,49,"1,000,000+",Free,0,Everyone,Racing,"September 9, 2016",1.4,2.3 and up
7441,PBS KIDS Games,FAMILY,4.3,12919,94,"1,000,000+",Free,0,Everyone,Educational;Education,"June 6, 2018",1.15.2,4.4 and up
7442,Zombie Sniper 3D III,GAME,3.9,8122,23,"500,000+",Free,0,Mature 17+,Action,"February 28, 2017",1.8,2.3 and up
7443,Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,221691,94,"5,000,000+",Free,0,Teen,Puzzle,"August 6, 2018",1.20.22,4.0.3 and up
7444,FH WiFiCam,PHOTOGRAPHY,2.6,201,2.5,"10,000+",Free,0,Everyone,Photography,"May 2, 2017",2.1,4.1 and up
7445,HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,40,13,"5,000+",Free,0,Teen,Personalization,"June 21, 2016",1,2.3.3 and up
7446,Familial Hypercholesterolaemia Handbook,MEDICAL,1,2,33,100+,Free,0,Everyone,Medical,"July 2, 2018",2.0.1,4.1 and up
7447,Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13,15,"1,000+",Free,0,Teen,Personalization,"June 18, 2016",1,2.3.3 and up
7448,Puzzles Volvo FH 16 Trucks,FAMILY,4.8,10,8.2,"1,000+",Free,0,Teen,Puzzle,"December 2, 2016",1,4.0 and up
7449,Jigsaw Volvo FH 16 Trucks,FAMILY,5,5,8.1,"1,000+",Free,0,Teen,Puzzle,"December 1, 2016",1,4.0 and up
7450,Shoot Hunter-Gun Killer,GAME,4.3,320334,27,"50,000,000+",Free,0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up
7451,FH® Cost Lookup / FH® CCSalud,MEDICAL,4.5,30,4.1,"1,000+",Free,0,Everyone,Medical,"June 21, 2017",4.1.0,4.0.3 and up
7452,FH App,BUSINESS,4.9,27,6,100+,Free,0,Everyone,Business,"July 26, 2018",1.0.90,4.0 and up
7453,FH School,FAMILY,5,4,5.8,100+,Free,0,Everyone,Education,"April 11, 2018",1.0.1,4.0.3 and up
7454,Fast Motorcycle Driver 2016,GAME,4.2,28151,49,"1,000,000+",Free,0,Everyone 10+,Racing,"December 25, 2016",1.2,2.3.3 and up
7455,Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14,100+,Free,0,Teen,Personalization,"July 31, 2016",1,2.3.3 and up
7456,Angry Shark 2016,FAMILY,4,73185,46,"5,000,000+",Free,0,Teen,Simulation,"November 1, 2017",1.6,4.0 and up
7457,First Hawaiian Bank Mobile,FINANCE,2.1,232,29,"10,000+",Free,0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
7458,Strike! Ten Pin Bowling,SPORTS,4.2,18584,49,"5,000,000+",Free,0,Everyone,Sports,"June 27, 2018",1.7.0,4.1 and up
7459,My Truck,TOOLS,2.5,247,8.2,"10,000+",Free,0,Everyone,Tools,"March 15, 2017",1.0.6,4.2 and up
7460,Talking Tom Bubble Shooter,FAMILY,4.4,687136,54,"50,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.5.3.20,4.1 and up
7461,Forgotten Hill: Fall,GAME,4.4,1063,18,"50,000+",Free,0,Teen,Adventure,"October 30, 2017",1.7,3.0 and up
7462,Forgotten Hill Mementoes,GAME,4.6,2027,56,"100,000+",Free,0,Teen,Adventure,"March 19, 2018",1.5,4.1 and up
7463,Talking Husky Dog,FAMILY,4.4,26545,40,"1,000,000+",Free,0,Everyone,Casual,"July 20, 2018",2.08,4.1 and up
7464,Bubble Bird Rescue,FAMILY,4.2,70753,14,"5,000,000+",Free,0,Everyone,Puzzle,"August 7, 2018",1.8.6,4.0.3 and up
7465,Forgotten Hill: Surgery,GAME,4.5,2431,24,"100,000+",Free,0,Teen,Adventure,"November 3, 2017",1.4,3.0 and up
7466,Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21735,37,"1,000,000+",Free,0,Everyone,Simulation,"July 11, 2018",1.0.03,4.0 and up
7467,Forgotten Hill: Puppeteer,GAME,4.5,2917,22,"100,000+",Free,0,Teen,Adventure,"October 30, 2017",2.6,2.3 and up
7468,Airplane Fly Hawaii,FAMILY,4.1,83427,16,"1,000,000+",Free,0,Everyone,Simulation,"January 30, 2015",2.6,4.1 and up
7469,FiSwitch,TOOLS,4.8,615,2,"10,000+",Paid,$1.99 ,Everyone,Tools,"July 24, 2018",5.2,5.0 and up
7470,Signal Info,TOOLS,4.6,424,3.5,"10,000+",Free,0,Everyone,Tools,"December 19, 2017",0.11,6.0 and up
7471,Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875,8.5,"100,000+",Free,0,Everyone,Tools,"December 31, 2017",1.9.9.5,5.1 and up
7472,Wi-Fi Auto-connect,COMMUNICATION,3.8,15036,0.253,"1,000,000+",Free,0,Everyone,Communication,"August 1, 2015",1.2.0,1.6 and up
7473,Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,0.957,"10,000+",Paid,$2.99 ,Everyone,Communication,"February 10, 2016",1,2.2 and up
7474,Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,481,0.42,"10,000+",Paid,$0.99 ,Everyone,Communication,"December 16, 2015",1.4.0.2,2.3 and up
7475,Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37277,13,"1,000,000+",Free,0,Everyone,Productivity,"February 26, 2018",2.3.1,4.0.3 and up
7476,Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2.4,"1,000+",Paid,$7.99 ,Everyone,Productivity,"March 16, 2017",3,4.0.3 and up
7477,LG Hi-Fi Plus Manager,TOOLS,3.5,154,3.4,"10,000+",Free,0,Everyone,Tools,"September 6, 2016",5.0.6,6.0 and up
7478,WeFi - Free Fast WiFi Connect & Find Wi-Fi Map,COMMUNICATION,4,13469,5.1,"1,000,000+",Free,0,Everyone,Communication,"June 5, 2018",4.7.0.2200000,4.0 and up
7479,Safe Wi-Fi,PRODUCTIVITY,2.9,32,9.7,"1,000+",Free,0,Everyone,Productivity,"August 3, 2018",1.3.22,4.4 and up
7480,[root] Pry-Fi,TOOLS,3.9,6736,0.072,"500,000+",Free,0,Everyone,Tools,"February 2, 2014",1.2,4.2 and up
7481,WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85,2.4,"1,000+",Paid,$2.99 ,Everyone,Tools,"July 5, 2018",1.9,4.0 and up
7482,Candy simply-Fi,LIFESTYLE,2.1,2390,35,"100,000+",Free,0,Everyone,Lifestyle,"July 17, 2018",1.8.4.7,4.4 and up
7483,SCI-FI UI,FAMILY,4.7,15,3.9,100+,Paid,$1.99 ,Everyone,Entertainment,"April 16, 2018",0.0.53,1.6 and up
7484,Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142,0.026,"5,000+",Paid,$1.00 ,Everyone,Tools,"June 26, 2011",1.0.0,2.1 and up
7485,Wi-Fi settings shortcut,TOOLS,4.1,479,0.029,"50,000+",Free,0,Everyone,Tools,"December 13, 2013",1.4,1.6 and up
7486,Wi-Fi Master,TOOLS,4.5,3673,5.8,"500,000+",Free,0,Everyone,Tools,"July 24, 2018",1.2.1,4.1 and up
7487,Micro Fi,FAMILY,3.7,39,2.8,"5,000+",Free,0,Everyone,Education,"February 12, 2014",2.4,2.3.3 and up
7488,fi,FAMILY,2.9,691,5.8,"100,000+",Free,0,Everyone,Strategy,"June 8, 2016",1.0.3,4.0 and up
7489,Portable Wi-Fi hotspot Free,COMMUNICATION,4,1711,2.1,"100,000+",Free,0,Everyone,Communication,"January 11, 2018",1.2.5.4-11,2.3 and up
7490,Wi-Fi Networks,PRODUCTIVITY,4.2,115,1.4,"10,000+",Free,0,Everyone,Productivity,"October 5, 2015",1.4,4.1 and up
7491,FI CFL,FINANCE,3.7,112,3.9,"10,000+",Free,0,Everyone,Finance,"July 5, 2018",1.1.1,5.0 and up
7492,Tassa.fi Finland,LIFESTYLE,3.6,346,7.5,"50,000+",Free,0,Everyone,Lifestyle,"May 22, 2018",5.5,4.0 and up
7493,TownWiFi | Wi-Fi Everywhere,COMMUNICATION,3.9,2372,58,"500,000+",Free,0,Everyone,Communication,"August 2, 2018",4.2.1,4.2 and up
7494,Jazz Wi-Fi,COMMUNICATION,3.4,49,4,"10,000+",Free,0,Everyone,Communication,"February 10, 2017",0.1,2.3 and up
7495,Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,1042,0.404,"100,000+",Free,0,Everyone,Personalization,"August 5, 2014",3.0.0,4.0.3 and up
7496,osmino Wi-Fi: free WiFi,TOOLS,4.2,134203,4.1,"10,000,000+",Free,0,Everyone,Tools,"August 7, 2018",6.06.14,4.4 and up
7497,Sat-Fi Voice,COMMUNICATION,3.4,37,14,"1,000+",Free,0,Everyone,Communication,"November 21, 2014",2.2.1.5,2.2 and up
7498,Wi-Fi Visualizer,TOOLS,3.9,132,2.6,"50,000+",Free,0,Everyone,Tools,"May 17, 2017",0.0.9,2.3 and up
7499,Lennox iComfort Wi-Fi,LIFESTYLE,3,552,7.6,"50,000+",Free,0,Everyone,Lifestyle,"March 22, 2017",2.0.15,2.3.3 and up
7500,Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128,11,"10,000+",Free,0,Everyone,Personalization,"September 27, 2017",4,4.0 and up
7501,Sci Fi Sounds,FAMILY,3.2,4,8,"1,000+",Free,0,Everyone,Entertainment,"November 2, 2017",1,4.0 and up
7502,Free Wi-fi HotspoT,COMMUNICATION,4.1,382,2.3,"50,000+",Free,0,Everyone,Communication,"July 20, 2018",2.5,4.0 and up
7503,FJ 4x4 Cruiser Offroad Driving,FAMILY,4.1,3543,49,"500,000+",Free,0,Everyone,Simulation,"January 4, 2017",1.1,2.3 and up
7504,FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,1619,43,"500,000+",Free,0,Everyone,Simulation,"June 4, 2018",1.3,4.0 and up
7505,Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78,10,"10,000+",Free,0,Everyone,Personalization,"June 20, 2016",1,2.3.3 and up
7506,"FJ Final Join , Circles Game",GAME,4.7,32,24,"1,000+",Free,0,Teen,Arcade,"July 11, 2018",0.24,4.3 and up
7507,FJ Drive: Mercedes-Benz Lease,AUTO_AND_VEHICLES,4.6,107,27,"10,000+",Free,0,Everyone,Auto & Vehicles,"November 6, 2017",2.0.0,4.1 and up
7508,Driving n Parking School 2017,FAMILY,4.5,15,46,"1,000+",Free,0,Everyone,Simulation,"May 31, 2017",1,2.3 and up
7509,Offroad Cruiser,FAMILY,4.3,42432,36,"1,000,000+",Free,0,Everyone,Simulation,"July 13, 2016",1.3,2.3.3 and up
7510,HD Themes Toyota Cruiser 70,PERSONALIZATION,4.5,86,17,"10,000+",Free,0,Teen,Personalization,"October 2, 2016",1,2.3.3 and up
7511,Toyota Cruisers & Trucks Mag,TRAVEL_AND_LOCAL,4.5,10,8,500+,Free,0,Everyone,Travel & Local,"March 14, 2018",3.0.0,4.4 and up
7512,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,32,37,"1,000+",Free,0,Everyone,Simulation,"December 6, 2017",1,2.3 and up
7513,Cake Shop - Kids Cooking,FAMILY,4.3,30668,33,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,"July 16, 2018",2.1.3181,4.0.3 and up
7514,OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,109,25,"10,000+",Free,0,Everyone,Simulation,"April 15, 2017",1.4,2.3 and up
7515,HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3,15,100+,Free,0,Teen,Personalization,"October 1, 2016",1,2.3.3 and up
7516,Offroad 4x4 Car Driving,FAMILY,4.3,26224,43,"1,000,000+",Free,0,Everyone,Simulation,"April 29, 2017",1.0.4,2.3 and up
7517,Motocross Beach Jumping 3D,FAMILY,4,105954,43,"10,000,000+",Free,0,Teen,Simulation,"June 5, 2018",1.7.3,4.1 and up
7518,Offroad drive : 4x4 driving game,GAME,3.5,2071,36,"100,000+",Free,0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up
7519,Hair saloon - Spa salon,FAMILY,4.2,38473,23,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,"April 11, 2018",1.0.5,4.1 and up
7520,Rope Hero: Vice Town,GAME,4.4,452589,99,"10,000,000+",Free,0,Mature 17+,Action,"July 1, 2018",2.2,4.0 and up
7521,Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46,"500,000+",Free,0,Everyone,Racing,"July 10, 2018",1.12,2.3 and up
7522,Motocross Mayhem,GAME,3.8,35171,45,"1,000,000+",Free,0,Everyone,Racing,"February 11, 2014",1.2,2.3 and up
7523,Funny Jokes,FAMILY,3.9,2505,2.9,"100,000+",Free,0,Mature 17+,Entertainment,"June 18, 2018",1.2,4.1 and up
7524,Flight Simulator: Fly Plane 3D,FAMILY,4,660613,21,"50,000,000+",Free,0,Everyone,Simulation,"March 1, 2017",1.32,2.3 and up
7525,Motocross Fun Simulator,FAMILY,3.8,22570,35,"1,000,000+",Free,0,Everyone,Simulation,"January 9, 2017",1.2,2.3.3 and up
7526,Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41,"50,000+",Free,0,Teen,Adventure,"March 1, 2018",2.1,4.1 and up
7527,Fast Notes FJ,PRODUCTIVITY,4.2,12,2.2,500+,Free,0,Everyone,Productivity,"August 12, 2014",8.0.0,2.2 and up
7528,Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35,"1,000,000+",Free,0,Teen,Action,"October 9, 2017",1.1.4,2.3 and up
7529,Driving Suv Toyota Car Simulator,FAMILY,3.7,187,54,"10,000+",Free,0,Everyone,Simulation,"November 12, 2017",1,4.0 and up
7530,Navy Gunner Shoot War 3D,GAME,4,103199,44,"10,000,000+",Free,0,Teen,Action,"August 2, 2018",1.0.7.8,4.2 and up
7531,Drift Legends,GAME,4.2,33788,27,"1,000,000+",Free,0,Everyone,Racing,"March 29, 2018",1.8.5,4.1 and up
7532,FK,MEDICAL,4.4,1517,8.5,"100,000+",Free,0,Everyone,Medical,"July 13, 2018",2.5.9,2.3 and up
